campaign_id,contact_id,campaign_name,sends,opens,clicks,send_date
5,9477,Campaign_5,1,1,0,2014-01-11
6,9477,Final_Response,1,1,0,2014-01-11
1,2079,Campaign_1,1,1,0,2013-12-27
2,2079,Campaign_2,1,1,0,2013-12-27
3,2079,Campaign_3,1,1,0,2013-12-27
4,2079,Campaign_4,1,1,0,2013-12-27
5,2079,Campaign_5,1,1,0,2013-12-27
6,2079,Final_Response,1,1,0,2013-12-27
1,5642,Campaign_1,1,1,0,2013-12-09
2,5642,Campaign_2,1,1,0,2013-12-09
3,5642,Campaign_3,1,1,0,2013-12-09
4,5642,Campaign_4,1,1,0,2013-12-09
5,5642,Campaign_5,1,1,0,2013-12-09
6,5642,Final_Response,1,1,0,2013-12-09
1,10530,Campaign_1,1,1,0,2013-12-07
2,10530,Campaign_2,1,1,0,2013-12-07
3,10530,Campaign_3,1,1,0,2013-12-07
4,10530,Campaign_4,1,1,0,2013-12-07
5,10530,Campaign_5,1,1,0,2013-12-07
6,10530,Final_Response,1,1,1,2013-12-07
1,2964,Campaign_1,1,1,0,2013-10-16
2,2964,Campaign_2,1,1,0,2013-10-16
3,2964,Campaign_3,1,1,0,2013-10-16
4,2964,Campaign_4,1,1,0,2013-10-16
5,2964,Campaign_5,1,1,0,2013-10-16
6,2964,Final_Response,1,1,0,2013-10-16
1,10311,Campaign_1,1,1,0,2013-10-05
2,10311,Campaign_2,1,1,0,2013-10-05
3,10311,Campaign_3,1,1,0,2013-10-05
4,10311,Campaign_4,1,1,0,2013-10-05
5,10311,Campaign_5,1,1,0,2013-10-05
6,10311,Final_Response,1,1,0,2013-10-05
1,837,Campaign_1,1,1,0,2013-09-11
2,837,Campaign_2,1,1,0,2013-09-11
3,837,Campaign_3,1,1,0,2013-09-11
4,837,Campaign_4,1,1,0,2013-09-11
5,837,Campaign_5,1,1,0,2013-09-11
6,837,Final_Response,1,1,0,2013-09-11
1,10521,Campaign_1,1,1,0,2013-09-11
2,10521,Campaign_2,1,1,0,2013-09-11
3,10521,Campaign_3,1,1,0,2013-09-11
4,10521,Campaign_4,1,1,0,2013-09-11
5,10521,Campaign_5,1,1,0,2013-09-11
6,10521,Final_Response,1,1,1,2013-09-11
1,10175,Campaign_1,1,1,0,2013-08-01
2,10175,Campaign_2,1,1,0,2013-08-01
3,10175,Campaign_3,1,1,0,2013-08-01
4,10175,Campaign_4,1,1,0,2013-08-01
5,10175,Campaign_5,1,1,0,2013-08-01
6,10175,Final_Response,1,1,0,2013-08-01
1,1473,Campaign_1,1,1,0,2013-07-23
2,1473,Campaign_2,1,1,0,2013-07-23
3,1473,Campaign_3,1,1,0,2013-07-23
4,1473,Campaign_4,1,1,0,2013-07-23
5,1473,Campaign_5,1,1,0,2013-07-23
6,1473,Final_Response,1,1,0,2013-07-23
1,2795,Campaign_1,1,1,0,2013-07-01
2,2795,Campaign_2,1,1,0,2013-07-01
3,2795,Campaign_3,1,1,0,2013-07-01
4,2795,Campaign_4,1,1,0,2013-07-01
5,2795,Campaign_5,1,1,0,2013-07-01
6,2795,Final_Response,1,1,0,2013-07-01
1,2285,Campaign_1,1,1,0,2013-05-28
2,2285,Campaign_2,1,1,0,2013-05-28
3,2285,Campaign_3,1,1,0,2013-05-28
4,2285,Campaign_4,1,1,0,2013-05-28
5,2285,Campaign_5,1,1,0,2013-05-28
6,2285,Final_Response,1,1,0,2013-05-28
1,115,Campaign_1,1,1,0,2013-03-26
2,115,Campaign_2,1,1,0,2013-03-26
3,115,Campaign_3,1,1,0,2013-03-26
4,115,Campaign_4,1,1,0,2013-03-26
5,115,Campaign_5,1,1,0,2013-03-26
6,115,Final_Response,1,1,0,2013-03-26
1,10470,Campaign_1,1,1,0,2013-03-15
2,10470,Campaign_2,1,1,0,2013-03-15
3,10470,Campaign_3,1,1,0,2013-03-15
4,10470,Campaign_4,1,1,0,2013-03-15
5,10470,Campaign_5,1,1,0,2013-03-15
6,10470,Final_Response,1,1,0,2013-03-15
1,4065,Campaign_1,1,1,0,2013-02-12
2,4065,Campaign_2,1,1,0,2013-02-12
3,4065,Campaign_3,1,1,0,2013-02-12
4,4065,Campaign_4,1,1,0,2013-02-12
5,4065,Campaign_5,1,1,0,2013-02-12
6,4065,Final_Response,1,1,0,2013-02-12
1,10968,Campaign_1,1,1,0,2012-11-23
2,10968,Campaign_2,1,1,0,2012-11-23
3,10968,Campaign_3,1,1,0,2012-11-23
4,10968,Campaign_4,1,1,0,2012-11-23
5,10968,Campaign_5,1,1,0,2012-11-23
6,10968,Final_Response,1,1,0,2012-11-23
1,5985,Campaign_1,1,1,0,2012-10-13
2,5985,Campaign_2,1,1,0,2012-10-13
3,5985,Campaign_3,1,1,0,2012-10-13
4,5985,Campaign_4,1,1,0,2012-10-13
5,5985,Campaign_5,1,1,0,2012-10-13
6,5985,Final_Response,1,1,0,2012-10-13
1,5430,Campaign_1,1,1,0,2012-09-14
2,5430,Campaign_2,1,1,0,2012-09-14
3,5430,Campaign_3,1,1,0,2012-09-14
4,5430,Campaign_4,1,1,0,2012-09-14
5,5430,Campaign_5,1,1,0,2012-09-14
6,5430,Final_Response,1,1,0,2012-09-14
1,8432,Campaign_1,1,1,0,2012-09-14
2,8432,Campaign_2,1,1,0,2012-09-14
3,8432,Campaign_3,1,1,0,2012-09-14
4,8432,Campaign_4,1,1,0,2012-09-14
5,8432,Campaign_5,1,1,0,2012-09-14
6,8432,Final_Response,1,1,0,2012-09-14
1,453,Campaign_1,1,1,0,2014-06-29
2,453,Campaign_2,1,1,0,2014-06-29
3,453,Campaign_3,1,1,0,2014-06-29
4,453,Campaign_4,1,1,0,2014-06-29
5,453,Campaign_5,1,1,0,2014-06-29
6,453,Final_Response,1,1,0,2014-06-29
1,9687,Campaign_1,1,1,0,2014-05-31
2,9687,Campaign_2,1,1,0,2014-05-31
3,9687,Campaign_3,1,1,0,2014-05-31
4,9687,Campaign_4,1,1,0,2014-05-31
5,9687,Campaign_5,1,1,0,2014-05-31
6,9687,Final_Response,1,1,0,2014-05-31
1,8890,Campaign_1,1,1,0,2014-05-30
2,8890,Campaign_2,1,1,0,2014-05-30
3,8890,Campaign_3,1,1,0,2014-05-30
4,8890,Campaign_4,1,1,0,2014-05-30
5,8890,Campaign_5,1,1,0,2014-05-30
6,8890,Final_Response,1,1,0,2014-05-30
1,9264,Campaign_1,1,1,0,2014-04-27
2,9264,Campaign_2,1,1,0,2014-04-27
3,9264,Campaign_3,1,1,0,2014-04-27
4,9264,Campaign_4,1,1,0,2014-04-27
5,9264,Campaign_5,1,1,0,2014-04-27
6,9264,Final_Response,1,1,0,2014-04-27
1,5824,Campaign_1,1,1,0,2014-04-11
2,5824,Campaign_2,1,1,0,2014-04-11
3,5824,Campaign_3,1,1,0,2014-04-11
4,5824,Campaign_4,1,1,0,2014-04-11
5,5824,Campaign_5,1,1,0,2014-04-11
6,5824,Final_Response,1,1,0,2014-04-11
1,5794,Campaign_1,1,1,0,2014-03-17
2,5794,Campaign_2,1,1,1,2014-03-17
3,5794,Campaign_3,1,1,0,2014-03-17
4,5794,Campaign_4,1,1,1,2014-03-17
5,5794,Campaign_5,1,1,0,2014-03-17
6,5794,Final_Response,1,1,1,2014-03-17
1,3068,Campaign_1,1,1,0,2013-10-29
2,3068,Campaign_2,1,1,0,2013-10-29
3,3068,Campaign_3,1,1,0,2013-10-29
4,3068,Campaign_4,1,1,0,2013-10-29
5,3068,Campaign_5,1,1,0,2013-10-29
6,3068,Final_Response,1,1,0,2013-10-29
1,7962,Campaign_1,1,1,0,2013-10-09
2,7962,Campaign_2,1,1,0,2013-10-09
3,7962,Campaign_3,1,1,1,2013-10-09
4,7962,Campaign_4,1,1,1,2013-10-09
5,7962,Campaign_5,1,1,0,2013-10-09
6,7962,Final_Response,1,1,1,2013-10-09
1,2681,Campaign_1,1,1,0,2013-08-01
2,2681,Campaign_2,1,1,0,2013-08-01
3,2681,Campaign_3,1,1,0,2013-08-01
4,2681,Campaign_4,1,1,0,2013-08-01
5,2681,Campaign_5,1,1,0,2013-08-01
6,2681,Final_Response,1,1,0,2013-08-01
1,10141,Campaign_1,1,1,0,2013-05-10
2,10141,Campaign_2,1,1,0,2013-05-10
3,10141,Campaign_3,1,1,0,2013-05-10
4,10141,Campaign_4,1,1,0,2013-05-10
5,10141,Campaign_5,1,1,0,2013-05-10
6,10141,Final_Response,1,1,0,2013-05-10
1,3725,Campaign_1,1,1,0,2013-05-09
2,3725,Campaign_2,1,1,1,2013-05-09
3,3725,Campaign_3,1,1,1,2013-05-09
4,3725,Campaign_4,1,1,1,2013-05-09
5,3725,Campaign_5,1,1,1,2013-05-09
6,3725,Final_Response,1,1,1,2013-05-09
1,3767,Campaign_1,1,1,0,2013-04-25
2,3767,Campaign_2,1,1,0,2013-04-25
3,3767,Campaign_3,1,1,0,2013-04-25
4,3767,Campaign_4,1,1,0,2013-04-25
5,3767,Campaign_5,1,1,0,2013-04-25
6,3767,Final_Response,1,1,0,2013-04-25
1,5585,Campaign_1,1,1,0,2013-04-20
2,5585,Campaign_2,1,1,0,2013-04-20
3,5585,Campaign_3,1,1,0,2013-04-20
4,5585,Campaign_4,1,1,0,2013-04-20
5,5585,Campaign_5,1,1,0,2013-04-20
6,5585,Final_Response,1,1,1,2013-04-20
1,7030,Campaign_1,1,1,0,2013-03-30
2,7030,Campaign_2,1,1,0,2013-03-30
3,7030,Campaign_3,1,1,0,2013-03-30
4,7030,Campaign_4,1,1,1,2013-03-30
5,7030,Campaign_5,1,1,0,2013-03-30
6,7030,Final_Response,1,1,0,2013-03-30
1,1524,Campaign_1,1,1,0,2013-03-01
2,1524,Campaign_2,1,1,0,2013-03-01
3,1524,Campaign_3,1,1,0,2013-03-01
4,1524,Campaign_4,1,1,1,2013-03-01
5,1524,Campaign_5,1,1,0,2013-03-01
6,1524,Final_Response,1,1,1,2013-03-01
1,3657,Campaign_1,1,1,0,2013-02-14
2,3657,Campaign_2,1,1,0,2013-02-14
3,3657,Campaign_3,1,1,0,2013-02-14
4,3657,Campaign_4,1,1,0,2013-02-14
5,3657,Campaign_5,1,1,0,2013-02-14
6,3657,Final_Response,1,1,0,2013-02-14
1,5740,Campaign_1,1,1,0,2013-02-14
2,5740,Campaign_2,1,1,0,2013-02-14
3,5740,Campaign_3,1,1,0,2013-02-14
4,5740,Campaign_4,1,1,0,2013-02-14
5,5740,Campaign_5,1,1,0,2013-02-14
6,5740,Final_Response,1,1,1,2013-02-14
1,9595,Campaign_1,1,1,0,2013-01-11
2,9595,Campaign_2,1,1,0,2013-01-11
3,9595,Campaign_3,1,1,0,2013-01-11
4,9595,Campaign_4,1,1,0,2013-01-11
5,9595,Campaign_5,1,1,0,2013-01-11
6,9595,Final_Response,1,1,1,2013-01-11
1,3158,Campaign_1,1,1,0,2013-01-03
2,3158,Campaign_2,1,1,0,2013-01-03
3,3158,Campaign_3,1,1,0,2013-01-03
4,3158,Campaign_4,1,1,0,2013-01-03
5,3158,Campaign_5,1,1,0,2013-01-03
6,3158,Final_Response,1,1,0,2013-01-03
1,5114,Campaign_1,1,1,0,2012-12-19
2,5114,Campaign_2,1,1,0,2012-12-19
3,5114,Campaign_3,1,1,0,2012-12-19
4,5114,Campaign_4,1,1,0,2012-12-19
5,5114,Campaign_5,1,1,0,2012-12-19
6,5114,Final_Response,1,1,0,2012-12-19
1,340,Campaign_1,1,1,1,2012-12-15
2,340,Campaign_2,1,1,0,2012-12-15
3,340,Campaign_3,1,1,0,2012-12-15
4,340,Campaign_4,1,1,0,2012-12-15
5,340,Campaign_5,1,1,0,2012-12-15
6,340,Final_Response,1,1,1,2012-12-15
1,8805,Campaign_1,1,1,0,2012-12-02
2,8805,Campaign_2,1,1,0,2012-12-02
3,8805,Campaign_3,1,1,0,2012-12-02
4,8805,Campaign_4,1,1,0,2012-12-02
5,8805,Campaign_5,1,1,0,2012-12-02
6,8805,Final_Response,1,1,0,2012-12-02
1,1241,Campaign_1,1,1,0,2012-09-17
2,1241,Campaign_2,1,1,0,2012-09-17
3,1241,Campaign_3,1,1,0,2012-09-17
4,1241,Campaign_4,1,1,0,2012-09-17
5,1241,Campaign_5,1,1,0,2012-09-17
6,1241,Final_Response,1,1,1,2012-09-17
1,1402,Campaign_1,1,1,0,2012-09-11
2,1402,Campaign_2,1,1,0,2012-09-11
3,1402,Campaign_3,1,1,0,2012-09-11
4,1402,Campaign_4,1,1,0,2012-09-11
5,1402,Campaign_5,1,1,0,2012-09-11
6,1402,Final_Response,1,1,0,2012-09-11
1,7264,Campaign_1,1,1,0,2014-05-12
2,7264,Campaign_2,1,1,0,2014-05-12
3,7264,Campaign_3,1,1,0,2014-05-12
4,7264,Campaign_4,1,1,0,2014-05-12
5,7264,Campaign_5,1,1,0,2014-05-12
6,7264,Final_Response,1,1,0,2014-05-12
1,1619,Campaign_1,1,1,0,2014-04-28
2,1619,Campaign_2,1,1,0,2014-04-28
3,1619,Campaign_3,1,1,0,2014-04-28
4,1619,Campaign_4,1,1,0,2014-04-28
5,1619,Campaign_5,1,1,0,2014-04-29
6,1619,Final_Response,1,1,1,2014-04-28
1,6398,Campaign_1,1,1,0,2014-03-30
2,6398,Campaign_2,1,1,0,2014-03-29
3,6398,Campaign_3,1,1,0,2014-03-29
4,6398,Campaign_4,1,1,0,2014-03-29
5,6398,Campaign_5,1,1,0,2014-03-30
6,6398,Final_Response,1,1,0,2014-03-30
1,1857,Campaign_1,1,1,0,2014-03-07
2,1857,Campaign_2,1,1,0,2014-03-06
3,1857,Campaign_3,1,1,0,2014-03-06
4,1857,Campaign_4,1,1,0,2014-03-07
5,1857,Campaign_5,1,1,0,2014-03-06
6,1857,Final_Response,1,1,1,2014-03-06
1,4877,Campaign_1,1,1,0,2014-03-04
2,4877,Campaign_2,1,1,0,2014-03-04
3,4877,Campaign_3,1,1,0,2014-03-05
4,4877,Campaign_4,1,1,0,2014-03-05
5,4877,Campaign_5,1,1,0,2014-03-04
6,4877,Final_Response,1,1,0,2014-03-04
1,3066,Campaign_1,1,1,0,2014-02-04
2,3066,Campaign_2,1,1,0,2014-02-05
3,3066,Campaign_3,1,1,0,2014-02-04
4,3066,Campaign_4,1,1,0,2014-02-05
5,3066,Campaign_5,1,1,0,2014-02-05
6,3066,Final_Response,1,1,0,2014-02-05
1,10286,Campaign_1,1,0,0,2014-02-03
2,10286,Campaign_2,1,0,0,2014-02-03
3,10286,Campaign_3,1,0,0,2014-02-04
4,10286,Campaign_4,1,0,0,2014-02-03
5,10286,Campaign_5,1,0,0,2014-02-03
6,10286,Final_Response,1,0,0,2014-02-03
1,1992,Campaign_1,1,1,0,2014-01-02
2,1992,Campaign_2,1,1,0,2014-01-02
3,1992,Campaign_3,1,1,0,2014-01-02
4,1992,Campaign_4,1,1,1,2014-01-02
5,1992,Campaign_5,1,1,0,2014-01-02
6,1992,Final_Response,1,1,1,2014-01-01
1,4246,Campaign_1,1,1,0,2013-12-12
2,4246,Campaign_2,1,1,0,2013-12-13
3,4246,Campaign_3,1,1,0,2013-12-12
4,4246,Campaign_4,1,1,0,2013-12-13
5,4246,Campaign_5,1,1,0,2013-12-12
6,4246,Final_Response,1,1,0,2013-12-13
1,10623,Campaign_1,1,1,0,2013-11-16
2,10623,Campaign_2,1,1,0,2013-11-15
3,10623,Campaign_3,1,1,0,2013-11-16
4,10623,Campaign_4,1,1,0,2013-11-16
5,10623,Campaign_5,1,1,0,2013-11-15
6,10623,Final_Response,1,1,0,2013-11-15
1,4867,Campaign_1,1,1,0,2013-09-21
2,4867,Campaign_2,1,1,0,2013-09-20
3,4867,Campaign_3,1,1,0,2013-09-20
4,4867,Campaign_4,1,1,0,2013-09-20
5,4867,Campaign_5,1,1,0,2013-09-21
6,4867,Final_Response,1,1,0,2013-09-21
1,3112,Campaign_1,1,1,0,2013-09-06
2,3112,Campaign_2,1,1,0,2013-09-06
3,3112,Campaign_3,1,1,0,2013-09-06
4,3112,Campaign_4,1,1,0,2013-09-06
5,3112,Campaign_5,1,1,0,2013-09-06
6,3112,Final_Response,1,1,0,2013-09-05
1,4865,Campaign_1,1,1,0,2013-08-31
2,4865,Campaign_2,1,1,0,2013-09-01
3,4865,Campaign_3,1,1,0,2013-09-01
4,4865,Campaign_4,1,1,0,2013-08-31
5,4865,Campaign_5,1,1,0,2013-09-01
6,4865,Final_Response,1,1,1,2013-09-01
1,6287,Campaign_1,1,1,0,2013-07-31
2,6287,Campaign_2,1,1,0,2013-07-30
3,6287,Campaign_3,1,1,0,2013-07-31
4,6287,Campaign_4,1,1,0,2013-07-31
5,6287,Campaign_5,1,1,0,2013-07-31
6,6287,Final_Response,1,1,1,2013-07-30
1,4405,Campaign_1,1,1,0,2013-07-30
2,4405,Campaign_2,1,1,0,2013-07-31
3,4405,Campaign_3,1,1,0,2013-07-30
4,4405,Campaign_4,1,1,0,2013-07-31
5,4405,Campaign_5,1,1,0,2013-07-30
6,4405,Final_Response,1,1,0,2013-07-30
1,5332,Campaign_1,1,1,0,2013-07-28
2,5332,Campaign_2,1,1,0,2013-07-27
3,5332,Campaign_3,1,1,0,2013-07-27
4,5332,Campaign_4,1,1,0,2013-07-28
5,5332,Campaign_5,1,1,0,2013-07-27
6,5332,Final_Response,1,1,0,2013-07-27
1,1519,Campaign_1,1,1,0,2013-06-22
2,1519,Campaign_2,1,1,0,2013-06-23
3,1519,Campaign_3,1,1,0,2013-06-22
4,1519,Campaign_4,1,1,0,2013-06-23
5,1519,Campaign_5,1,1,0,2013-06-22
6,1519,Final_Response,1,1,1,2013-06-22
1,9080,Campaign_1,1,1,0,2013-06-22
2,9080,Campaign_2,1,1,0,2013-06-22
3,9080,Campaign_3,1,1,0,2013-06-23
4,9080,Campaign_4,1,1,0,2013-06-22
5,9080,Campaign_5,1,1,0,2013-06-22
6,9080,Final_Response,1,1,0,2013-06-22
1,1772,Campaign_1,1,1,0,2013-01-11
2,1772,Campaign_2,1,1,0,2013-01-11
3,1772,Campaign_3,1,1,1,2013-01-11
4,1772,Campaign_4,1,1,1,2013-01-11
5,1772,Campaign_5,1,1,0,2013-01-11
6,1772,Final_Response,1,1,1,2013-01-11
1,5341,Campaign_1,1,1,0,2013-01-05
2,5341,Campaign_2,1,1,0,2013-01-06
3,5341,Campaign_3,1,1,1,2013-01-05
4,5341,Campaign_4,1,1,0,2013-01-06
5,5341,Campaign_5,1,1,0,2013-01-06
6,5341,Final_Response,1,1,0,2013-01-05
1,5510,Campaign_1,1,1,0,2012-11-22
2,5510,Campaign_2,1,1,0,2012-11-22
3,5510,Campaign_3,1,1,0,2012-11-22
4,5510,Campaign_4,1,1,0,2012-11-21
5,5510,Campaign_5,1,1,0,2012-11-21
6,5510,Final_Response,1,1,0,2012-11-21
1,3887,Campaign_1,1,1,0,2012-11-12
2,3887,Campaign_2,1,1,0,2012-11-12
3,3887,Campaign_3,1,1,0,2012-11-12
4,3887,Campaign_4,1,1,0,2012-11-11
5,3887,Campaign_5,1,1,0,2012-11-11
6,3887,Final_Response,1,1,1,2012-11-11
1,7022,Campaign_1,1,1,0,2012-09-28
2,7022,Campaign_2,1,1,0,2012-09-28
3,7022,Campaign_3,1,1,0,2012-09-28
4,7022,Campaign_4,1,1,0,2012-09-28
5,7022,Campaign_5,1,1,0,2012-09-29
6,7022,Final_Response,1,1,0,2012-09-29
1,9999,Campaign_1,1,1,0,2012-09-28
2,9999,Campaign_2,1,1,0,2012-09-28
3,9999,Campaign_3,1,1,0,2012-09-28
4,9999,Campaign_4,1,1,0,2012-09-27
5,9999,Campaign_5,1,1,0,2012-09-28
6,9999,Final_Response,1,1,0,2012-09-28
1,10352,Campaign_1,1,1,0,2012-09-07
2,10352,Campaign_2,1,1,0,2012-09-08
3,10352,Campaign_3,1,1,0,2012-09-08
4,10352,Campaign_4,1,1,0,2012-09-07
5,10352,Campaign_5,1,1,0,2012-09-07
6,10352,Final_Response,1,1,1,2012-09-07
1,7919,Campaign_1,1,1,0,2012-08-13
2,7919,Campaign_2,1,1,0,2012-08-14
3,7919,Campaign_3,1,1,0,2012-08-13
4,7919,Campaign_4,1,1,0,2012-08-13
5,7919,Campaign_5,1,1,0,2012-08-14
6,7919,Final_Response,1,1,1,2012-08-14
1,4114,Campaign_1,1,1,0,2012-08-12
2,4114,Campaign_2,1,1,0,2012-08-11
3,4114,Campaign_3,1,1,0,2012-08-11
4,4114,Campaign_4,1,1,0,2012-08-11
5,4114,Campaign_5,1,1,0,2012-08-12
6,4114,Final_Response,1,1,0,2012-08-11
1,7990,Campaign_1,1,1,0,2012-08-03
2,7990,Campaign_2,1,1,0,2012-08-03
3,7990,Campaign_3,1,1,0,2012-08-02
4,7990,Campaign_4,1,1,0,2012-08-02
5,7990,Campaign_5,1,1,0,2012-08-03
6,7990,Final_Response,1,1,0,2012-08-03
1,9888,Campaign_1,1,1,0,2014-06-25
2,9888,Campaign_2,1,1,0,2014-06-27
3,9888,Campaign_3,1,1,0,2014-06-25
4,9888,Campaign_4,1,1,0,2014-06-26
5,9888,Campaign_5,1,1,0,2014-06-27
6,9888,Final_Response,1,1,0,2014-06-27
1,4399,Campaign_1,1,1,0,2014-06-26
2,4399,Campaign_2,1,1,0,2014-06-27
3,4399,Campaign_3,1,1,0,2014-06-25
4,4399,Campaign_4,1,1,0,2014-06-27
5,4399,Campaign_5,1,1,0,2014-06-27
6,4399,Final_Response,1,1,0,2014-06-27
1,4452,Campaign_1,1,1,0,2014-05-30
2,4452,Campaign_2,1,1,1,2014-05-30
3,4452,Campaign_3,1,1,0,2014-05-28
4,4452,Campaign_4,1,1,1,2014-05-29
5,4452,Campaign_5,1,1,0,2014-05-29
6,4452,Final_Response,1,1,1,2014-05-30
1,4785,Campaign_1,1,1,0,2014-04-14
2,4785,Campaign_2,1,1,0,2014-04-14
3,4785,Campaign_3,1,1,0,2014-04-16
4,4785,Campaign_4,1,1,0,2014-04-15
5,4785,Campaign_5,1,1,0,2014-04-14
6,4785,Final_Response,1,1,0,2014-04-14
1,8461,Campaign_1,1,1,0,2014-03-11
2,8461,Campaign_2,1,1,0,2014-03-10
3,8461,Campaign_3,1,1,0,2014-03-10
4,8461,Campaign_4,1,1,0,2014-03-10
5,8461,Campaign_5,1,1,0,2014-03-12
6,8461,Final_Response,1,1,0,2014-03-11
1,3878,Campaign_1,1,1,0,2014-02-27
2,3878,Campaign_2,1,1,0,2014-03-01
3,3878,Campaign_3,1,1,0,2014-03-01
4,3878,Campaign_4,1,1,0,2014-02-27
5,3878,Campaign_5,1,1,0,2014-03-01
6,3878,Final_Response,1,1,0,2014-03-01
1,9612,Campaign_1,1,1,0,2014-02-07
2,9612,Campaign_2,1,1,0,2014-02-08
3,9612,Campaign_3,1,1,0,2014-02-08
4,9612,Campaign_4,1,1,0,2014-02-07
5,9612,Campaign_5,1,1,0,2014-02-08
6,9612,Final_Response,1,1,0,2014-02-07
1,4098,Campaign_1,1,1,0,2014-01-28
2,4098,Campaign_2,1,1,0,2014-01-28
3,4098,Campaign_3,1,1,0,2014-01-29
4,4098,Campaign_4,1,1,0,2014-01-29
5,4098,Campaign_5,1,1,0,2014-01-29
6,4098,Final_Response,1,1,0,2014-01-29
1,158,Campaign_1,1,1,1,2013-11-17
2,158,Campaign_2,1,1,0,2013-11-19
3,158,Campaign_3,1,1,0,2013-11-19
4,158,Campaign_4,1,1,0,2013-11-18
5,158,Campaign_5,1,1,0,2013-11-17
6,158,Final_Response,1,1,1,2013-11-17
1,3896,Campaign_1,1,1,0,2013-11-08
2,3896,Campaign_2,1,1,0,2013-11-08
3,3896,Campaign_3,1,1,0,2013-11-09
4,3896,Campaign_4,1,1,0,2013-11-09
5,3896,Campaign_5,1,1,0,2013-11-08
6,3896,Final_Response,1,1,0,2013-11-08
1,9970,Campaign_1,1,1,0,2013-10-18
2,9970,Campaign_2,1,1,0,2013-10-17
3,9970,Campaign_3,1,1,0,2013-10-19
4,9970,Campaign_4,1,1,0,2013-10-19
5,9970,Campaign_5,1,1,0,2013-10-19
6,9970,Final_Response,1,1,0,2013-10-18
1,4002,Campaign_1,1,1,0,2013-10-14
2,4002,Campaign_2,1,1,0,2013-10-15
3,4002,Campaign_3,1,1,0,2013-10-14
4,4002,Campaign_4,1,1,0,2013-10-13
5,4002,Campaign_5,1,1,0,2013-10-15
6,4002,Final_Response,1,1,0,2013-10-14
1,10914,Campaign_1,1,1,0,2013-10-12
2,10914,Campaign_2,1,1,0,2013-10-12
3,10914,Campaign_3,1,1,0,2013-10-13
4,10914,Campaign_4,1,1,0,2013-10-12
5,10914,Campaign_5,1,1,0,2013-10-12
6,10914,Final_Response,1,1,0,2013-10-12
1,7279,Campaign_1,1,1,0,2013-09-30
2,7279,Campaign_2,1,1,0,2013-10-01
3,7279,Campaign_3,1,1,0,2013-10-02
4,7279,Campaign_4,1,1,0,2013-10-01
